sample_size,true_param,estimated_param,ci_lower,ci_upper
25,0.125,0.2318673779941976,0.15971556761697572,0.30401918837141945
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.16464636489429127,0.09958420410761125,0.22970852568097128
25,0.125,0.11300561121263876,0.051061617488889,0.1749496049363885
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.31348729234184447,0.24013857720585186,0.3868360074778371
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.20416216849861613,0.13709587486009775,0.2712284621371345
25,0.125,0.253165532224961,0.1810613026385543,0.32526976181136774
25,0.125,0.15974074814549455,0.0820552012511599,0.23742629503982918
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.1392925523281564,0.07015080441914255,0.20843430023717024
25,0.125,0.4778403478477422,0.39229073732355,0.5633899583719344
25,0.125,0.26316170269858197,0.1814885796267255,0.34483482577043845
25,0.125,0.37282362524579127,0.29314480659602393,0.45250244389555855
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.14244593457758256,0.06972785015013405,0.21516401900503107
25,0.125,0.1138865705961659,0.04929640957287855,0.17847673161945324
25,0.125,0.15631094087524566,0.08436812020194889,0.22825376154854243
25,0.125,0.07406918037280497,0.014975976358584081,0.13316238438702582
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.08842948373289672,0.020808603093026637,0.1560503643727668
25,0.125,0.1626971614449464,0.09346958628099573,0.23192473660889704
25,0.125,0.6292005228990578,0.5333585183085501,0.7250425274895654
25,0.125,0.4611289246434435,0.38012390934080115,0.5421339399460858
25,0.125,0.0598249242875163,-0.0013871691413803733,0.12103701771641295
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.1990478585585752,0.12373189109672487,0.2743638260204255
25,0.125,0.11555144338244663,0.054629683511681106,0.17647320325321214
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.33187215546602167,0.2587350284370291,0.4050092824950142
25,0.125,0.5639321542229389,0.4730342201753076,0.6548300882705701
